neutral_smiles,smiles,protonation_site_index,protonation_site_element,molecule_type,chunk,heat_of_formation,dipole_x,dipole_y,dipole_z,dipole_moment,alpha_somo_ev,alpha_lumo_ev,beta_somo_ev,beta_lumo_ev,homo_ev,lumo_ev,gap_ev,spin_state,ionization_potential,cosmo_area,cosmo_volume,molecular_weight,point_group,charge,alpha_electrons,beta_electrons,unpaired_electrons,multiplicity,total_energy_kcal_mol,total_energy_ev,computation_time,success,num_atoms,input_charge,site_index,site_element,parent_neutral
C1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=CN=C32)N)CO)O,[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c([H])nc3c(N([H])[H])nc([H])nc32)C([H])([H])[C@]1([H])[O+]([H])[H],17,O,protonated,results_chunk_10_of_10,104.32355,-9.472,1.755,4.912,10.813,-11.755,-4.937,-11.755,-4.937,-11.755,-4.937,6.8180000000000005,open_shell,11.754585,249.74,277.27,252.2523,C1,1,48,48,0,1,104.32355,4.52378209865,5.779,True,32,1,17,O,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=CN=C32)N)CO)O
C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=C(NC3=O)N)CO)O,[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c([H])nc3c(=O)n([H])c(N([H])[H])[n+]([H])c32)C([H])([H])[C@]1([H])O[H],10,N,protonated,results_chunk_10_of_10,22.27462,-2.977,7.254,0.24,7.845,-12.921,-4.464,-12.921,-4.464,-12.921,-4.464,8.456999999999999,open_shell,12.920834,256.72,288.4,268.2517,C1,1,51,51,0,1,22.27462,0.9658943470599999,5.232,True,33,1,10,N,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=C(NC3=O)N)CO)O
C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=C(NC3=O)N)CO)O,[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c([H])nc3c(=O)n([H])c([N+]([H])([H])[H])nc32)C([H])([H])[C@]1([H])O[H],15,N,protonated,results_chunk_10_of_10,56.78939,11.381,0.764,-10.895,15.774,-12.853,-5.04,-12.853,-5.04,-12.853,-5.04,7.813,open_shell,12.852648,266.32,292.47,268.2517,C1,1,51,51,0,1,56.78939,2.4625583185699997,5.62,True,33,1,15,N,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=C(NC3=O)N)CO)O
CC(C)(C)N=C(N(C)C)N(C)C,[H]C([H])([H])N(C(=NC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],6,N,protonated,results_chunk_10_of_10,135.01333,3.485,-2.672,-0.81,4.466,-13.243,-3.709,-13.243,-3.709,-13.243,-3.709,9.534,open_shell,13.243023,226.6,259.39,172.2929,C1,1,36,36,0,1,135.01333,5.85458302879,3.307,True,34,1,6,N,CC(C)(C)N=C(N(C)C)N(C)C
C=1C=C2C=CC=C(C2=C(C1)N(C)C)N(C)C,[H]c1c([H])c(N(C([H])([H])[H])C([H])([H])[H])c2c([N+]([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c([H])c2c1[H],10,N,protonated,results_chunk_10_of_10,170.92236,-3.449,3.533,0.414,4.955,-12.388,-4.266,-12.388,-4.266,-12.388,-4.266,8.122,open_shell,12.387959,248.44,288.47,215.3175,Cs,1,42,42,0,1,170.92236,7.411706296679999,3.677,True,35,1,10,N,C=1C=C2C=CC=C(C2=C(C1)N(C)C)N(C)C
C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=C(NC3=O)N)CO)O,[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c([H])nc3c(=O)n([H])c(N([H])[H])nc32)C([H])([H])[C@]1([H])[O+]([H])[H],18,O,protonated,results_chunk_10_of_10,59.58207,-13.268,2.628,-12.143,18.177,-11.64,-4.722,-11.64,-4.722,-11.64,-4.722,6.918,open_shell,11.639555,261.36,292.31,268.2517,C1,1,51,51,0,1,59.58207,2.58365730141,4.601,True,33,1,18,O,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=C(NC3=O)N)CO)O
N(=C(C1=CC=C(C=C1)C)N(C)C)C,[H]c1c([H])c(C([H])([H])[H])c([H])c([H])c1C(N(C([H])([H])[H])C([H])([H])[H])=[N+]([H])C([H])([H])[H],0,N,protonated,results_chunk_10_of_10,153.33331,-5.292,0.27,-0.281,5.307,-13.09,-3.939,-13.09,-3.939,-13.09,-3.939,9.151,open_shell,13.089782,228.12,244.54,177.2687,Cs,1,35,35,0,1,153.33331,6.648992321530001,1.185,True,30,1,0,N,N(=C(C1=CC=C(C=C1)C)N(C)C)C
C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N=C(NC2=O)N,[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(n2c([H])nc3c(=O)n([H])c(N([H])[H])nc32)O[C@]1([H])C([H])([H])[O+]([H])[H],11,O,protonated,results_chunk_10_of_10,-17.20752,-1.245,-7.258,6.552,9.857,-12.949,-4.506,-12.949,-4.506,-12.949,-4.506,8.443,open_shell,12.948576,263.79,300.09,284.2511,C1,1,54,54,0,1,-17.20752,-0.74616968976,14.417,True,34,1,11,O,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N=C(NC2=O)N
N(=C(N(C)C)C)C,[H][N+](=C(N(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],0,N,protonated,results_chunk_10_of_10,135.32289,0.149,0.336,0.045,0.371,-13.892,-4.308,-13.892,-4.308,-13.892,-4.308,9.584,open_shell,13.892274,156.57,150.66,101.1711,C1,1,21,21,0,1,135.32289,5.86800647907,0.718,True,20,1,0,N,N(=C(N(C)C)C)C
N(=C(C=1C=CC=CC1)N(C)C)C,[H]c1c([H])c([H])c(C(N(C([H])([H])[H])C([H])([H])[H])=[N+]([H])C([H])([H])[H])c([H])c1[H],0,N,protonated,results_chunk_10_of_10,165.04768,-4.481,-1.183,0.371,4.65,-13.497,-4.067,-13.497,-4.067,-13.497,-4.067,9.43,open_shell,13.496679,209.45,223.28,163.2419,Cs,1,32,32,0,1,165.04768,7.15696254784,0.922,True,27,1,0,N,N(=C(C=1C=CC=CC1)N(C)C)C
C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N=C(NC2=O)N,[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c([H])[n+]([H])c3c(=O)n([H])c(N([H])[H])nc32)[C@]([H])(O[H])[C@]1([H])O[H],1,N,protonated,results_chunk_10_of_10,-19.47907,3.497,2.477,0.285,4.295,-12.791,-4.454,-12.791,-4.454,-12.791,-4.454,8.337,open_shell,12.79149,261.61,299.38,284.2511,C1,1,54,54,0,1,-19.47907,-0.84467091241,15.158,True,34,1,1,N,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N=C(NC2=O)N
N(=C(N(C)C)C)C,[H]C([H])([H])N=C(C([H])([H])[H])[N+]([H])(C([H])([H])[H])C([H])([H])[H],2,N,protonated,results_chunk_10_of_10,150.16222,-2.191,-1.7,0.218,2.782,-14.879,-4.069,-14.879,-4.069,-14.879,-4.069,10.809999999999999,open_shell,14.878852,157.31,153.21,101.1711,Cs,1,21,21,0,1,150.16222,6.51148434586,0.876,True,20,1,2,N,N(=C(N(C)C)C)C
N(=C(N(C)C)C)C(C)(C)C,[H][N+](=C(N(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],0,N,protonated,results_chunk_10_of_10,112.44453,2.884,0.153,0.401,2.915,-13.622,-3.965,-13.622,-3.965,-13.622,-3.965,9.657,open_shell,13.621632,204.21,215.1,143.2515,C1,1,30,30,0,1,112.44453,4.87593215439,1.712,True,29,1,0,N,N(=C(N(C)C)C)C(C)(C)C
N(=C(N(C)C)C)C(C)(C)C,[H]C([H])([H])C(=NC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[N+]([H])(C([H])([H])[H])C([H])([H])[H],2,N,protonated,results_chunk_10_of_10,128.51732,6.418,0.002,0.185,6.421,-14.202,-3.786,-14.202,-3.786,-14.202,-3.786,10.416,open_shell,14.202382,205.37,221.93,143.2515,C1,1,30,30,0,1,128.51732,5.57289654716,1.759,True,29,1,2,N,N(=C(N(C)C)C)C(C)(C)C
ClC1=CC=C(N=C(N(C)C)N(C)C)C=C1,[H]c1c([H])c([N+]([H])=C(N(C([H])([H])[H])C([H])([H])[H])N(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c1Cl,5,N,protonated,results_chunk_10_of_10,164.79606,-8.655,5.029,-0.543,10.025,-12.565,-4.298,-12.565,-4.298,-12.565,-4.298,8.267,open_shell,12.565067,254.66,285.33,226.7284,C1,1,41,41,0,1,164.79606,7.14605154978,4.857,True,32,1,5,N,ClC1=CC=C(N=C(N(C)C)N(C)C)C=C1
N(=C(N(C)C)C)C(C)C,[H][N+](=C(N(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],0,N,protonated,results_chunk_10_of_10,118.4096,-2.294,-0.183,0.425,2.34,-13.711,-4.103,-13.711,-4.103,-13.711,-4.103,9.608,open_shell,13.710511,192.73,194.95,129.2247,C1,1,27,27,0,1,118.4096,5.1345954848,1.564,True,26,1,0,N,N(=C(N(C)C)C)C(C)C
N(=C(N(C)C)C)C1CC1,[H][N+](=C(N(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C1([H])C([H])([H])C1([H])[H],0,N,protonated,results_chunk_10_of_10,156.85316,-2.863,0.283,-0.302,2.893,-13.779,-4.235,-13.779,-4.235,-13.779,-4.235,9.544,open_shell,13.779091,184.83,184.11,127.2089,C1,1,26,26,0,1,156.85316,6.80162357708,0.862,True,24,1,0,N,N(=C(N(C)C)C)C1CC1
N(=C(C=1C=CC=CC1)N(C)C)C,[H]c1c([H])c([H])c(C(=NC([H])([H])[H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])c([H])c1[H],8,N,protonated,results_chunk_10_of_10,180.43229,-3.721,2.971,0.003,4.761,-13.472,-4.082,-13.472,-4.082,-13.472,-4.082,9.39,open_shell,13.471746,212.52,226.43,163.2419,Cs,1,32,32,0,1,180.43229,7.82408539127,2.56,True,27,1,8,N,N(=C(C=1C=CC=CC1)N(C)C)C
C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=C(NC3=O)N)CO)O,[H]O[C@@]1([H])C([H])([H])[C@]([H])(n2c([H])nc3c(=O)n([H])c(N([H])[H])nc32)O[C@]1([H])C([H])([H])[O+]([H])[H],17,O,protonated,results_chunk_10_of_10,22.43542,-3.896,-5.336,3.832,7.638,-12.99,-4.539,-12.99,-4.539,-12.99,-4.539,8.451,open_shell,12.990131,255.37,289.01,268.2517,C1,1,51,51,0,1,22.43542,0.97286711746,7.195,True,33,1,17,O,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=C(NC3=O)N)CO)O
CC(C)(C)N=C(N(C)C)N(C)C,[H][N+](=C(N(C([H])([H])[H])C([H])([H])[H])N(C([H])([H])[H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],4,N,protonated,results_chunk_10_of_10,122.72225,-2.237,0.511,-0.287,2.312,-13.169,-4.005,-13.169,-4.005,-13.169,-4.005,9.164000000000001,open_shell,13.168859,223.47,256.92,172.2929,C1,1,36,36,0,1,122.72225,5.32160492675,6.145,True,34,1,4,N,CC(C)(C)N=C(N(C)C)N(C)C
N(=C(N(C)C)C)C(C)C,[H]C([H])([H])C(=NC([H])(C([H])([H])[H])C([H])([H])[H])[N+]([H])(C([H])([H])[H])C([H])([H])[H],2,N,protonated,results_chunk_10_of_10,136.58354,-5.699,-0.65,-0.489,5.756,-14.397,-3.895,-14.397,-3.895,-14.397,-3.895,10.502,open_shell,14.397235,194.35,201.36,129.2247,C1,1,27,27,0,1,136.58354,5.92267204502,1.907,True,26,1,2,N,N(=C(N(C)C)C)C(C)C
ClC1=CC=C(N=C(N(C)C)N(C)C)C=C1,[H]c1c([H])c(N=C(N(C([H])([H])[H])C([H])([H])[H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c1Cl,7,N,protonated,results_chunk_10_of_10,177.69381,-10.644,6.979,-2.056,12.893,-12.343,-4.349,-12.343,-4.349,-12.343,-4.349,7.994,open_shell,12.34321,256.72,288.95,226.7284,C1,1,41,41,0,1,177.69381,7.7053366830300005,5.377,True,32,1,7,N,ClC1=CC=C(N=C(N(C)C)N(C)C)C=C1
FC1=CC=C(N=C(N(C)C)N(C)C)C=C1,[H]c1c([H])c([N+]([H])=C(N(C([H])([H])[H])C([H])([H])[H])N(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c1F,5,N,protonated,results_chunk_10_of_10,127.32996,-7.372,3.047,-1.414,8.101,-12.879,-4.277,-12.879,-4.277,-12.879,-4.277,8.602,open_shell,12.879303,241.41,270.28,210.2738,C1,1,41,41,0,1,127.32996,5.5214090554799995,4.416,True,32,1,5,N,FC1=CC=C(N=C(N(C)C)N(C)C)C=C1
N(=C(N(C)C)C)CC,[H][N+](=C(N(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])[H],0,N,protonated,results_chunk_10_of_10,127.041,-1.284,-0.085,0.157,1.296,-13.75,-4.189,-13.75,-4.189,-13.75,-4.189,9.561,open_shell,13.749507,176.74,171.94,115.1979,C1,1,24,24,0,1,127.041,5.5088788829999995,1.052,True,23,1,0,N,N(=C(N(C)C)C)CC
N(=C(C1=CC=C(C=C1)C)N(C)C)C,[H]c1c([H])c(C([H])([H])[H])c([H])c([H])c1C(=NC([H])([H])[H])[N+]([H])(C([H])([H])[H])C([H])([H])[H],9,N,protonated,results_chunk_10_of_10,173.93472,-7.788,-2.595,-0.091,8.21,-12.908,-3.943,-12.908,-3.943,-12.908,-3.943,8.965,open_shell,12.90783,228.07,244.73,177.2687,Cs,1,35,35,0,1,173.93472,7.5423312633599995,3.706,True,30,1,9,N,N(=C(C1=CC=C(C=C1)C)N(C)C)C
N(=C(N(C)C)C)CCC,[H][N+](=C(N(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H],0,N,protonated,results_chunk_10_of_10,121.53046,-3.37,-0.013,-0.502,3.407,-13.763,-4.202,-13.763,-4.202,-13.763,-4.202,9.561,open_shell,13.76251,192.84,194.59,129.2247,C1,1,27,27,0,1,121.53046,5.26992533698,1.139,True,26,1,0,N,N(=C(N(C)C)C)CCC
N(=C(N(C)C)C)C1CC1,[H]C([H])([H])C(=NC1([H])C([H])([H])C1([H])[H])[N+]([H])(C([H])([H])[H])C([H])([H])[H],2,N,protonated,results_chunk_10_of_10,173.85419,-5.279,0.867,-2.681,5.984,-14.226,-4.064,-14.226,-4.064,-14.226,-4.064,10.162,open_shell,14.226105,189.07,190.69,127.2089,Cs,1,26,26,0,1,173.85419,7.538839240969999,2.04,True,24,1,2,N,N(=C(N(C)C)C)C1CC1
FC1=CC=C(N=C(N(C)C)N(C)C)C=C1,[H]c1c([H])c(N=C(N(C([H])([H])[H])C([H])([H])[H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])c([H])c([H])c1F,7,N,protonated,results_chunk_10_of_10,140.12834,-9.096,5.616,-1.845,10.848,-12.653,-4.381,-12.653,-4.381,-12.653,-4.381,8.272,open_shell,12.652941,245.83,274.25,210.2738,C1,1,41,41,0,1,140.12834,6.07638520742,5.223,True,32,1,7,N,FC1=CC=C(N=C(N(C)C)N(C)C)C=C1
C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N=C(NC2=O)N,[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(n2c([H])nc3c(=O)n([H])c(N([H])[H])nc32)[C@]([H])([O+]([H])[H])[C@]1([H])O[H],13,O,protonated,results_chunk_10_of_10,-9.4604,0.594,-2.369,-9.348,9.662,-13.067,-4.665,-13.067,-4.665,-13.067,-4.665,8.402000000000001,open_shell,13.066541,271.55,302.1,284.2511,C1,1,54,54,0,1,-9.4604,-0.4102313252,17.783,True,34,1,13,O,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N=C(NC2=O)N
N(=C(N(C)C)C)CCC,[H]C([H])([H])C(=NC([H])([H])C([H])([H])C([H])([H])[H])[N+]([H])(C([H])([H])[H])C([H])([H])[H],2,N,protonated,results_chunk_10_of_10,138.77611,-6.149,1.407,-1.534,6.492,-14.309,-3.989,-14.309,-3.989,-14.309,-3.989,10.32,open_shell,14.309202,194.42,200.06,129.2247,C1,1,27,27,0,1,138.77611,6.017748457929999,2.115,True,26,1,2,N,N(=C(N(C)C)C)CCC
C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N=C(NC2=O)N,[H]OC([H])([H])[C@@]1([H])[O+]([H])[C@@]([H])(n2c([H])nc3c(=O)n([H])c(N([H])[H])nc32)[C@]([H])(O[H])[C@]1([H])O[H],9,O,protonated,results_chunk_10_of_10,-15.28427,-0.572,9.518,-2.667,9.902,-12.991,-4.549,-12.991,-4.549,-12.991,-4.549,8.442,open_shell,12.991038,263.58,301.05,284.2511,C1,1,54,54,0,1,-15.28427,-0.6627718000099999,18.834,True,34,1,9,O,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N=C(NC2=O)N
N(=C(N(C)C)C)CC,[H]C([H])([H])C(=NC([H])([H])C([H])([H])[H])[N+]([H])(C([H])([H])[H])C([H])([H])[H],2,N,protonated,results_chunk_10_of_10,143.72353,4.301,0.77,1.047,4.493,-14.491,-4.023,-14.491,-4.023,-14.491,-4.023,10.468,open_shell,14.490686,174.92,176.8,115.1979,C1,1,24,24,0,1,143.72353,6.23228343139,2.526,True,23,1,2,N,N(=C(N(C)C)C)CC
N(=C(N(C)C)C)CCCCC,[H][N+](=C(N(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],0,N,protonated,results_chunk_10_of_10,111.19028,-7.206,-0.9,-0.151,7.264,-13.677,-4.159,-13.677,-4.159,-13.677,-4.159,9.518,open_shell,13.676718,229.14,238.11,157.2783,C1,1,33,33,0,1,111.19028,4.82154411164,3.129,True,32,1,0,N,N(=C(N(C)C)C)CCCCC
N(=C(N(C)C)C)CCN(C)C,[H]C([H])([H])C(=NC([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H])[N+]([H])(C([H])([H])[H])C([H])([H])[H],2,N,protonated,results_chunk_10_of_10,145.14037,-5.676,-1.06,1.599,5.992,-12.125,-3.633,-12.125,-3.633,-12.125,-3.633,8.492,open_shell,12.124586,213.42,236.46,158.2661,C1,1,33,33,0,1,145.14037,6.293721864309999,2.828,True,31,1,2,N,N(=C(N(C)C)C)CCN(C)C
N(=C(N(C)C)C)CCOC,[H][O+](C([H])([H])[H])C([H])([H])C([H])([H])N=C(N(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],8,O,protonated,results_chunk_10_of_10,94.6899,-3.982,-0.987,-0.789,4.178,-13.456,-4.075,-13.456,-4.075,-13.456,-4.075,9.381,open_shell,13.456195,204.95,203.52,145.2241,C1,1,30,30,0,1,94.6899,4.106038133699999,2.455,True,27,1,8,O,N(=C(N(C)C)C)CCOC
N(=C(N(C)C)C)CCOC,[H]C([H])([H])OC([H])([H])C([H])([H])N=C(C([H])([H])[H])[N+]([H])(C([H])([H])[H])C([H])([H])[H],2,N,protonated,results_chunk_10_of_10,106.71347,-5.126,-1.692,0.899,5.472,-13.375,-3.753,-13.375,-3.753,-13.375,-3.753,9.622,open_shell,13.37474,198.69,210.28,145.2241,C1,1,30,30,0,1,106.71347,4.62741619961,3.079,True,27,1,2,N,N(=C(N(C)C)C)CCOC
N(=C(N(C)C)C)CCCCC,[H]C([H])([H])C(=NC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])[N+]([H])(C([H])([H])[H])C([H])([H])[H],2,N,protonated,results_chunk_10_of_10,127.51413,-10.142,0.312,-1.713,10.29,-13.83,-3.947,-13.83,-3.947,-13.83,-3.947,9.883,open_shell,13.829782,229.98,242.84,157.2783,C1,1,33,33,0,1,127.51413,5.5293952191899995,5.044,True,32,1,2,N,N(=C(N(C)C)C)CCCCC
N(=C(N(C)C)CC)C(C)C,[H][N+](=C(N(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],0,N,protonated,results_chunk_10_of_10,112.30954,-1.599,-1.558,0.759,2.358,-13.636,-4.02,-13.636,-4.02,-13.636,-4.02,9.616,open_shell,13.636183,206.36,216.42,143.2515,C1,1,30,30,0,1,112.30954,4.87007858302,1.711,True,29,1,0,N,N(=C(N(C)C)CC)C(C)C
N(=C(N(C)C)CC)C(C)(C)C,[H]C([H])([H])C([H])([H])C(=NC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[N+]([H])(C([H])([H])[H])C([H])([H])[H],2,N,protonated,results_chunk_10_of_10,122.95841,5.324,-1.663,1.581,5.797,-14.023,-3.712,-14.023,-3.712,-14.023,-3.712,10.311,open_shell,14.023264,215.87,246.74,157.2783,C1,1,33,33,0,1,122.95841,5.33184553283,2.21,True,32,1,2,N,N(=C(N(C)C)CC)C(C)(C)C
N(=C(N(C)C)C)CCN(C)C,[H][N+](=C(N(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H],0,N,protonated,results_chunk_10_of_10,128.13954,3.059,0.778,0.524,3.2,-12.358,-3.851,-12.358,-3.851,-12.358,-3.851,8.507000000000001,open_shell,12.358104,212.86,236.41,158.2661,C1,1,33,33,0,1,128.13954,5.55651487302,4.4,True,31,1,0,N,N(=C(N(C)C)C)CCN(C)C
N(=C(N(C)C)C)CCOC,[H][N+](=C(N(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])OC([H])([H])[H],0,N,protonated,results_chunk_10_of_10,91.26949,-3.774,-0.349,-0.712,3.857,-13.478,-4.044,-13.478,-4.044,-13.478,-4.044,9.434000000000001,open_shell,13.477954,206.74,205.99,145.2241,C1,1,30,30,0,1,91.26949,3.95771889487,4.048,True,27,1,0,N,N(=C(N(C)C)C)CCOC
N(=C(N(C)C)C)CCN(C)C,[H]C([H])([H])C(=NC([H])([H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])N(C([H])([H])[H])C([H])([H])[H],8,N,protonated,results_chunk_10_of_10,131.56239,-5.443,-0.072,-2.053,5.818,-11.991,-3.154,-11.991,-3.154,-11.991,-3.154,8.837,open_shell,11.99061,221.1,236.26,158.2661,C1,1,33,33,0,1,131.56239,5.70493991757,4.617,True,31,1,8,N,N(=C(N(C)C)C)CCN(C)C
N(=C(N(C)C)N(C)C)C,[H][N+](=C(N(C([H])([H])[H])C([H])([H])[H])N(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],0,N,protonated,results_chunk_10_of_10,144.51434,1.334,0.368,0.943,1.674,-13.63,-4.168,-13.63,-4.168,-13.63,-4.168,9.462,open_shell,13.630292,183.56,190.52,130.2125,C1,1,27,27,0,1,144.51434,6.26657532542,1.564,True,25,1,0,N,N(=C(N(C)C)N(C)C)C
N(=C(N(C)C)CC)C(C)(C)C,[H][N+](=C(N(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],0,N,protonated,results_chunk_10_of_10,107.06279,-1.911,-1.942,0.561,2.782,-13.564,-3.895,-13.564,-3.895,-13.564,-3.895,9.669,open_shell,13.563598,218.54,236.96,157.2783,C1,1,33,33,0,1,107.06279,4.64256376277,3.946,True,32,1,0,N,N(=C(N(C)C)CC)C(C)(C)C
N(=C(N(C)C)C)CCCN(C)C,[H][N+](=C(N(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H],0,N,protonated,results_chunk_10_of_10,130.93138,9.195,-4.961,0.235,10.451,-11.312,-4.195,-11.312,-4.195,-11.312,-4.195,7.116999999999999,open_shell,11.311512,245.29,253.52,172.2929,C1,1,36,36,0,1,130.93138,5.67757743094,6.197,True,34,1,0,N,N(=C(N(C)C)C)CCCN(C)C
N(=C(N(C)C)N(C)C)C,[H]C([H])([H])N=C(N(C([H])([H])[H])C([H])([H])[H])[N+]([H])(C([H])([H])[H])C([H])([H])[H],2,N,protonated,results_chunk_10_of_10,155.44098,-1.331,-1.601,-0.4,2.12,-13.521,-4.014,-13.521,-4.014,-13.521,-4.014,9.507000000000001,open_shell,13.520831,185.42,193.25,130.2125,Cs,1,27,27,0,1,155.44098,6.740387215739999,1.721,True,25,1,2,N,N(=C(N(C)C)N(C)C)C
N(=CN(C)C)C,[H]C(N(C([H])([H])[H])C([H])([H])[H])=[N+]([H])C([H])([H])[H],0,N,protonated,results_chunk_10_of_10,149.62136,0.549,0.603,-0.701,1.075,-14.039,-4.597,-14.039,-4.597,-14.039,-4.597,9.442,open_shell,14.038649,138.84,129.21,87.1443,Cs,1,18,18,0,1,149.62136,6.4880310336800004,0.248,True,17,1,0,N,N(=CN(C)C)C
N(=CN(C)C)C,[H]C(=NC([H])([H])[H])[N+]([H])(C([H])([H])[H])C([H])([H])[H],2,N,protonated,results_chunk_10_of_10,165.25338,-1.607,0.379,2.702,3.166,-15.04,-4.394,-15.04,-4.394,-15.04,-4.394,10.645999999999999,open_shell,15.039626,142.36,130.7,87.1443,Cs,1,18,18,0,1,165.25338,7.165882316939999,0.334,True,17,1,2,N,N(=CN(C)C)C
N(=C(N(C)C)N(C)C)C(C)C,[H][N+](=C(N(C([H])([H])[H])C([H])([H])[H])N(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],0,N,protonated,results_chunk_10_of_10,131.74579,-1.164,-1.331,-0.483,1.833,-13.225,-4.027,-13.225,-4.027,-13.225,-4.027,9.198,open_shell,13.225174,210.39,234.43,158.2661,C1,1,33,33,0,1,131.74579,5.71289269177,2.383,True,31,1,0,N,N(=C(N(C)C)N(C)C)C(C)C
N(=C(N(C)C)N(C)C)C(C)C,[H]C([H])([H])N(C(=NC([H])(C([H])([H])[H])C([H])([H])[H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],2,N,protonated,results_chunk_10_of_10,144.9493,-0.499,4.607,-0.466,4.658,-13.587,-3.771,-13.587,-3.771,-13.587,-3.771,9.815999999999999,open_shell,13.587418,217.04,240.3,158.2661,C1,1,33,33,0,1,144.9493,6.2854364959,2.22,True,31,1,2,N,N(=C(N(C)C)N(C)C)C(C)C
N(=CN(C)C)C(C)(C)C,[H]C(N(C([H])([H])[H])C([H])([H])[H])=[N+]([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],0,N,protonated,results_chunk_10_of_10,119.80917,3.242,0.274,0.342,3.272,-13.797,-4.229,-13.797,-4.229,-13.797,-4.229,9.568000000000001,open_shell,13.796675,194.26,196.16,129.2247,Cs,1,27,27,0,1,119.80917,5.19528503871,0.744,True,26,1,0,N,N(=CN(C)C)C(C)(C)C
